疾病名称,年份,月份,发病人数,死亡人数,治愈人数,病死率,治愈率,数据来源,统计日期,更新时间
失眠症,2022,11,32262,438,27511,1.36,85.27,疾病监测系统,2022-11-01,2025-06-12 22:43:38
失眠症,2022,12,11078,542,8077,4.89,72.91,疾病监测系统,2022-12-01,2025-06-12 22:43:38
哮喘,2022,1,33206,199,23395,0.6,70.45,疾病监测系统,2022-01-01,2025-06-12 22:43:38
哮喘,2022,2,20349,415,17019,2.04,83.64,疾病监测系统,2022-02-01,2025-06-12 22:43:38
哮喘,2022,3,3858,80,2898,2.07,75.12,疾病监测系统,2022-03-01,2025-06-12 22:43:38
哮喘,2022,4,38872,409,27258,1.05,70.12,疾病监测系统,2022-04-01,2025-06-12 22:43:38
哮喘,2022,5,48738,1248,41222,2.56,84.58,疾病监测系统,2022-05-01,2025-06-12 22:43:38
哮喘,2022,6,30277,966,26709,3.19,88.22,疾病监测系统,2022-06-01,2025-06-12 22:43:38
哮喘,2022,7,2988,4,2805,0.13,93.88,疾病监测系统,2022-07-01,2025-06-12 22:43:38
哮喘,2022,8,28756,172,25635,0.6,89.15,疾病监测系统,2022-08-01,2025-06-12 22:43:38
哮喘,2022,9,40963,1600,34572,3.91,84.4,疾病监测系统,2022-09-01,2025-06-12 22:43:38
哮喘,2022,10,36953,390,30601,1.06,82.81,疾病监测系统,2022-10-01,2025-06-12 22:43:38
哮喘,2022,11,11463,557,8424,4.86,73.49,疾病监测系统,2022-11-01,2025-06-12 22:43:38
哮喘,2022,12,25985,1056,22308,4.06,85.85,疾病监测系统,2022-12-01,2025-06-12 22:43:38
过敏性鼻炎,2022,1,35369,1461,32721,4.13,92.51,疾病监测系统,2022-01-01,2025-06-12 22:43:38
过敏性鼻炎,2022,2,19075,800,15680,4.19,82.2,疾病监测系统,2022-02-01,2025-06-12 22:43:38
过敏性鼻炎,2022,3,15769,699,11693,4.43,74.15,疾病监测系统,2022-03-01,2025-06-12 22:43:38
过敏性鼻炎,2022,4,11669,186,9637,1.59,82.59,疾病监测系统,2022-04-01,2025-06-12 22:43:38
过敏性鼻炎,2022,5,7443,313,5824,4.21,78.25,疾病监测系统,2022-05-01,2025-06-12 22:43:38
过敏性鼻炎,2022,6,40447,385,32681,0.95,80.8,疾病监测系统,2022-06-01,2025-06-12 22:43:38
过敏性鼻炎,2022,7,44591,2093,41525,4.69,93.12,疾病监测系统,2022-07-01,2025-06-12 22:43:38
过敏性鼻炎,2022,8,15232,362,11003,2.38,72.24,疾病监测系统,2022-08-01,2025-06-12 22:43:38
过敏性鼻炎,2022,9,43387,588,40463,1.36,93.26,疾病监测系统,2022-09-01,2025-06-12 22:43:38
过敏性鼻炎,2022,10,13914,587,10750,4.22,77.26,疾病监测系统,2022-10-01,2025-06-12 22:43:38
过敏性鼻炎,2022,11,41193,277,29046,0.67,70.51,疾病监测系统,2022-11-01,2025-06-12 22:43:38
过敏性鼻炎,2022,12,20568,944,15167,4.59,73.74,疾病监测系统,2022-12-01,2025-06-12 22:43:38
湿疹,2022,1,25787,706,21329,2.74,82.71,疾病监测系统,2022-01-01,2025-06-12 22:43:38
湿疹,2022,2,29313,1188,23943,4.05,81.68,疾病监测系统,2022-02-01,2025-06-12 22:43:38
湿疹,2022,3,24234,112,18509,0.46,76.38,疾病监测系统,2022-03-01,2025-06-12 22:43:38
湿疹,2022,4,43584,852,40017,1.95,91.82,疾病监测系统,2022-04-01,2025-06-12 22:43:38
湿疹,2022,5,38107,311,35179,0.82,92.32,疾病监测系统,2022-05-01,2025-06-12 22:43:38
湿疹,2022,6,24732,49,19828,0.2,80.17,疾病监测系统,2022-06-01,2025-06-12 22:43:38
湿疹,2022,7,9061,52,6353,0.57,70.11,疾病监测系统,2022-07-01,2025-06-12 22:43:38
湿疹,2022,8,37155,875,29410,2.35,79.15,疾病监测系统,2022-08-01,2025-06-12 22:43:38
湿疹,2022,9,38163,499,32664,1.31,85.59,疾病监测系统,2022-09-01,2025-06-12 22:43:38
湿疹,2022,10,19469,634,18017,3.26,92.54,疾病监测系统,2022-10-01,2025-06-12 22:43:38
湿疹,2022,11,4133,105,3505,2.54,84.81,疾病监测系统,2022-11-01,2025-06-12 22:43:38
湿疹,2022,12,39569,1820,35322,4.6,89.27,疾病监测系统,2022-12-01,2025-06-12 22:43:38
白内障,2022,1,7398,193,5699,2.61,77.03,疾病监测系统,2022-01-01,2025-06-12 22:43:38
白内障,2022,2,27553,1010,20454,3.67,74.24,疾病监测系统,2022-02-01,2025-06-12 22:43:38
白内障,2022,3,31312,770,22966,2.46,73.35,疾病监测系统,2022-03-01,2025-06-12 22:43:38
白内障,2022,4,43174,1494,39001,3.46,90.33,疾病监测系统,2022-04-01,2025-06-12 22:43:38
白内障,2022,5,16786,23,15867,0.14,94.53,疾病监测系统,2022-05-01,2025-06-12 22:43:38
白内障,2022,6,28735,953,21625,3.32,75.26,疾病监测系统,2022-06-01,2025-06-12 22:43:38
白内障,2022,7,3241,149,2742,4.6,84.6,疾病监测系统,2022-07-01,2025-06-12 22:43:38
白内障,2022,8,4045,146,3457,3.61,85.46,疾病监测系统,2022-08-01,2025-06-12 22:43:38
白内障,2022,9,37276,23,26483,0.06,71.05,疾病监测系统,2022-09-01,2025-06-12 22:43:38
白内障,2022,10,4719,101,4220,2.14,89.43,疾病监测系统,2022-10-01,2025-06-12 22:43:38
白内障,2022,11,6146,242,5462,3.94,88.87,疾病监测系统,2022-11-01,2025-06-12 22:43:38
白内障,2022,12,1372,53,1258,3.86,91.69,疾病监测系统,2022-12-01,2025-06-12 22:43:38
青光眼,2022,1,24360,1122,18712,4.61,76.81,疾病监测系统,2022-01-01,2025-06-12 22:43:38
青光眼,2022,2,37981,134,33738,0.35,88.83,疾病监测系统,2022-02-01,2025-06-12 22:43:38
青光眼,2022,3,41817,1947,33356,4.66,79.77,疾病监测系统,2022-03-01,2025-06-12 22:43:38
青光眼,2022,4,49412,1893,39588,3.83,80.12,疾病监测系统,2022-04-01,2025-06-12 22:43:38
青光眼,2022,5,2928,19,2447,0.65,83.57,疾病监测系统,2022-05-01,2025-06-12 22:43:38
青光眼,2022,6,11101,263,9702,2.37,87.4,疾病监测系统,2022-06-01,2025-06-12 22:43:38
青光眼,2022,7,40638,477,34208,1.17,84.18,疾病监测系统,2022-07-01,2025-06-12 22:43:38
青光眼,2022,8,47965,886,43257,1.85,90.18,疾病监测系统,2022-08-01,2025-06-12 22:43:38
青光眼,2022,9,44454,2151,39007,4.84,87.75,疾病监测系统,2022-09-01,2025-06-12 22:43:38
青光眼,2022,10,22052,1003,20524,4.55,93.07,疾病监测系统,2022-10-01,2025-06-12 22:43:38
青光眼,2022,11,40992,1222,37330,2.98,91.07,疾病监测系统,2022-11-01,2025-06-12 22:43:38
青光眼,2022,12,23965,326,17200,1.36,71.77,疾病监测系统,2022-12-01,2025-06-12 22:43:38
近视,2022,1,29494,21,27369,0.07,92.8,疾病监测系统,2022-01-01,2025-06-12 22:43:38
近视,2022,2,13197,492,11087,3.73,84.01,疾病监测系统,2022-02-01,2025-06-12 22:43:38
近视,2022,3,30727,801,27179,2.61,88.45,疾病监测系统,2022-03-01,2025-06-12 22:43:38
近视,2022,4,1636,72,1162,4.4,71.03,疾病监测系统,2022-04-01,2025-06-12 22:43:38
近视,2022,5,44364,1305,38646,2.94,87.11,疾病监测系统,2022-05-01,2025-06-12 22:43:38
近视,2022,6,16113,133,15220,0.83,94.46,疾病监测系统,2022-06-01,2025-06-12 22:43:38
近视,2022,7,31607,519,24446,1.64,77.34,疾病监测系统,2022-07-01,2025-06-12 22:43:38
近视,2022,8,13020,139,10463,1.07,80.36,疾病监测系统,2022-08-01,2025-06-12 22:43:38
近视,2022,9,10513,406,9801,3.86,93.23,疾病监测系统,2022-09-01,2025-06-12 22:43:38
近视,2022,10,4769,83,3745,1.74,78.53,疾病监测系统,2022-10-01,2025-06-12 22:43:38
近视,2022,11,15107,746,12513,4.94,82.83,疾病监测系统,2022-11-01,2025-06-12 22:43:38
近视,2022,12,18858,789,13853,4.18,73.46,疾病监测系统,2022-12-01,2025-06-12 22:43:38
中耳炎,2022,1,39650,60,28202,0.15,71.13,疾病监测系统,2022-01-01,2025-06-12 22:43:38
中耳炎,2022,2,20102,887,17058,4.41,84.86,疾病监测系统,2022-02-01,2025-06-12 22:43:38
中耳炎,2022,3,35314,462,26869,1.31,76.09,疾病监测系统,2022-03-01,2025-06-12 22:43:38
中耳炎,2022,4,31409,845,22089,2.69,70.33,疾病监测系统,2022-04-01,2025-06-12 22:43:38
中耳炎,2022,5,12350,564,11385,4.57,92.19,疾病监测系统,2022-05-01,2025-06-12 22:43:38
中耳炎,2022,6,16451,615,14201,3.74,86.32,疾病监测系统,2022-06-01,2025-06-12 22:43:38
中耳炎,2022,7,15257,52,11534,0.34,75.6,疾病监测系统,2022-07-01,2025-06-12 22:43:38
中耳炎,2022,8,14290,170,11164,1.19,78.12,疾病监测系统,2022-08-01,2025-06-12 22:43:38
中耳炎,2022,9,49835,1399,45422,2.81,91.14,疾病监测系统,2022-09-01,2025-06-12 22:43:38
中耳炎,2022,10,18625,908,17555,4.88,94.26,疾病监测系统,2022-10-01,2025-06-12 22:43:38
中耳炎,2022,11,36853,1739,33602,4.72,91.18,疾病监测系统,2022-11-01,2025-06-12 22:43:38
中耳炎,2022,12,49737,334,35474,0.67,71.32,疾病监测系统,2022-12-01,2025-06-12 22:43:38
胆结石,2022,1,23042,493,16205,2.14,70.33,疾病监测系统,2022-01-01,2025-06-12 22:43:38
胆结石,2022,2,4772,158,4455,3.31,93.36,疾病监测系统,2022-02-01,2025-06-12 22:43:38
胆结石,2022,3,34367,22,29565,0.06,86.03,疾病监测系统,2022-03-01,2025-06-12 22:43:38
胆结石,2022,4,43188,1277,30461,2.96,70.53,疾病监测系统,2022-04-01,2025-06-12 22:43:38
胆结石,2022,5,34107,314,29398,0.92,86.19,疾病监测系统,2022-05-01,2025-06-12 22:43:38
胆结石,2022,6,19502,909,17551,4.66,90.0,疾病监测系统,2022-06-01,2025-06-12 22:43:38
胆结石,2022,7,36051,1417,26867,3.93,74.52,疾病监测系统,2022-07-01,2025-06-12 22:43:38
胆结石,2022,8,43247,1926,40026,4.45,92.55,疾病监测系统,2022-08-01,2025-06-12 22:43:38
胆结石,2022,9,31576,351,29269,1.11,92.69,疾病监测系统,2022-09-01,2025-06-12 22:43:38
胆结石,2022,10,30984,1318,27204,4.25,87.8,疾病监测系统,2022-10-01,2025-06-12 22:43:38
胆结石,2022,11,11191,41,9900,0.37,88.46,疾病监测系统,2022-11-01,2025-06-12 22:43:38
胆结石,2022,12,11726,453,9092,3.86,77.54,疾病监测系统,2022-12-01,2025-06-12 22:43:38
肾结石,2022,1,32508,1216,25579,3.74,78.69,疾病监测系统,2022-01-01,2025-06-12 22:43:38
肾结石,2022,2,43154,1180,30484,2.73,70.64,疾病监测系统,2022-02-01,2025-06-12 22:43:38
肾结石,2022,3,11560,433,10943,3.75,94.66,疾病监测系统,2022-03-01,2025-06-12 22:43:38
肾结石,2022,4,36484,522,29189,1.43,80.0,疾病监测系统,2022-04-01,2025-06-12 22:43:38
肾结石,2022,5,30952,1333,25776,4.31,83.28,疾病监测系统,2022-05-01,2025-06-12 22:43:38
肾结石,2022,6,18983,728,14372,3.84,75.71,疾病监测系统,2022-06-01,2025-06-12 22:43:38
肾结石,2022,7,18655,562,14451,3.01,77.46,疾病监测系统,2022-07-01,2025-06-12 22:43:38
肾结石,2022,8,33812,579,27740,1.71,82.04,疾病监测系统,2022-08-01,2025-06-12 22:43:38
肾结石,2022,9,44553,2087,36853,4.68,82.72,疾病监测系统,2022-09-01,2025-06-12 22:43:38
肾结石,2022,10,8338,392,6289,4.7,75.43,疾病监测系统,2022-10-01,2025-06-12 22:43:38
肾结石,2022,11,11455,315,8603,2.75,75.1,疾病监测系统,2022-11-01,2025-06-12 22:43:38
肾结石,2022,12,48536,1891,39888,3.9,82.18,疾病监测系统,2022-12-01,2025-06-12 22:43:38
高血压,2023,1,49266,279,41972,0.57,85.19,疾病监测系统,2023-01-01,2025-06-12 22:43:38
高血压,2023,2,4103,155,3700,3.78,90.18,疾病监测系统,2023-02-01,2025-06-12 22:43:38
高血压,2023,3,16748,35,13916,0.21,83.09,疾病监测系统,2023-03-01,2025-06-12 22:43:38
高血压,2023,4,23082,663,19686,2.87,85.29,疾病监测系统,2023-04-01,2025-06-12 22:43:38
高血压,2023,5,42007,575,38555,1.37,91.78,疾病监测系统,2023-05-01,2025-06-12 22:43:38
高血压,2023,6,29051,972,26267,3.35,90.42,疾病监测系统,2023-06-01,2025-06-12 22:43:38
高血压,2023,7,19000,526,16963,2.77,89.28,疾病监测系统,2023-07-01,2025-06-12 22:43:38
高血压,2023,8,13644,346,11993,2.54,87.9,疾病监测系统,2023-08-01,2025-06-12 22:43:38
高血压,2023,9,21182,450,17526,2.12,82.74,疾病监测系统,2023-09-01,2025-06-12 22:43:38
高血压,2023,10,40143,1243,28792,3.1,71.72,疾病监测系统,2023-10-01,2025-06-12 22:43:38
高血压,2023,11,8141,299,5900,3.67,72.47,疾病监测系统,2023-11-01,2025-06-12 22:43:38
高血压,2023,12,3643,178,2731,4.89,74.97,疾病监测系统,2023-12-01,2025-06-12 22:43:38
糖尿病,2023,1,12401,352,10160,2.84,81.93,疾病监测系统,2023-01-01,2025-06-12 22:43:38
糖尿病,2023,2,44485,1939,40022,4.36,89.97,疾病监测系统,2023-02-01,2025-06-12 22:43:38
糖尿病,2023,3,44145,1758,33241,3.98,75.3,疾病监测系统,2023-03-01,2025-06-12 22:43:38
糖尿病,2023,4,18761,63,15519,0.34,82.72,疾病监测系统,2023-04-01,2025-06-12 22:43:38
糖尿病,2023,5,7700,340,6820,4.42,88.57,疾病监测系统,2023-05-01,2025-06-12 22:43:38
糖尿病,2023,6,16950,131,12815,0.77,75.6,疾病监测系统,2023-06-01,2025-06-12 22:43:38
糖尿病,2023,7,7774,55,6079,0.71,78.2,疾病监测系统,2023-07-01,2025-06-12 22:43:38
糖尿病,2023,8,28800,998,27271,3.47,94.69,疾病监测系统,2023-08-01,2025-06-12 22:43:38
糖尿病,2023,9,40487,862,33945,2.13,83.84,疾病监测系统,2023-09-01,2025-06-12 22:43:38
糖尿病,2023,10,25549,805,22298,3.15,87.28,疾病监测系统,2023-10-01,2025-06-12 22:43:38
糖尿病,2023,11,13465,147,11017,1.09,81.82,疾病监测系统,2023-11-01,2025-06-12 22:43:38
糖尿病,2023,12,29632,258,21257,0.87,71.74,疾病监测系统,2023-12-01,2025-06-12 22:43:38
冠心病,2023,1,18128,104,17194,0.57,94.85,疾病监测系统,2023-01-01,2025-06-12 22:43:38
冠心病,2023,2,15957,768,11350,4.81,71.13,疾病监测系统,2023-02-01,2025-06-12 22:43:38
冠心病,2023,3,37566,249,31464,0.66,83.76,疾病监测系统,2023-03-01,2025-06-12 22:43:38
冠心病,2023,4,33659,61,25588,0.18,76.02,疾病监测系统,2023-04-01,2025-06-12 22:43:38
冠心病,2023,5,22413,263,19835,1.17,88.5,疾病监测系统,2023-05-01,2025-06-12 22:43:38
冠心病,2023,6,20570,336,15337,1.63,74.56,疾病监测系统,2023-06-01,2025-06-12 22:43:38
冠心病,2023,7,2411,4,1914,0.17,79.39,疾病监测系统,2023-07-01,2025-06-12 22:43:38
冠心病,2023,8,5144,130,4733,2.53,92.01,疾病监测系统,2023-08-01,2025-06-12 22:43:38
冠心病,2023,9,45503,137,36718,0.3,80.69,疾病监测系统,2023-09-01,2025-06-12 22:43:38
冠心病,2023,10,45524,671,37176,1.47,81.66,疾病监测系统,2023-10-01,2025-06-12 22:43:38
冠心病,2023,11,16370,584,14143,3.57,86.4,疾病监测系统,2023-11-01,2025-06-12 22:43:38
冠心病,2023,12,10140,476,8706,4.69,85.86,疾病监测系统,2023-12-01,2025-06-12 22:43:38
脑卒中,2023,1,6290,267,5216,4.24,82.93,疾病监测系统,2023-01-01,2025-06-12 22:43:38
脑卒中,2023,2,25909,394,19621,1.52,75.73,疾病监测系统,2023-02-01,2025-06-12 22:43:38
脑卒中,2023,3,49316,1420,36066,2.88,73.13,疾病监测系统,2023-03-01,2025-06-12 22:43:38
脑卒中,2023,4,48137,588,43990,1.22,91.39,疾病监测系统,2023-04-01,2025-06-12 22:43:38
脑卒中,2023,5,16545,248,12120,1.5,73.25,疾病监测系统,2023-05-01,2025-06-12 22:43:38
脑卒中,2023,6,40458,1844,37227,4.56,92.01,疾病监测系统,2023-06-01,2025-06-12 22:43:38
脑卒中,2023,7,29138,522,26803,1.79,91.99,疾病监测系统,2023-07-01,2025-06-12 22:43:38
脑卒中,2023,8,12162,541,9335,4.45,76.76,疾病监测系统,2023-08-01,2025-06-12 22:43:38
脑卒中,2023,9,2948,145,2482,4.92,84.19,疾病监测系统,2023-09-01,2025-06-12 22:43:38
脑卒中,2023,10,41570,789,38688,1.9,93.07,疾病监测系统,2023-10-01,2025-06-12 22:43:38
脑卒中,2023,11,39449,1769,33693,4.48,85.41,疾病监测系统,2023-11-01,2025-06-12 22:43:38
脑卒中,2023,12,28352,1198,23770,4.23,83.84,疾病监测系统,2023-12-01,2025-06-12 22:43:38
恶性肿瘤,2023,1,49477,1295,41583,2.62,84.05,疾病监测系统,2023-01-01,2025-06-12 22:43:38
恶性肿瘤,2023,2,23140,815,17209,3.52,74.37,疾病监测系统,2023-02-01,2025-06-12 22:43:38
恶性肿瘤,2023,3,29521,41,25280,0.14,85.63,疾病监测系统,2023-03-01,2025-06-12 22:43:38
恶性肿瘤,2023,4,9315,252,7362,2.71,79.03,疾病监测系统,2023-04-01,2025-06-12 22:43:38
恶性肿瘤,2023,5,30508,1229,22709,4.03,74.44,疾病监测系统,2023-05-01,2025-06-12 22:43:38
恶性肿瘤,2023,6,33824,505,30106,1.49,89.01,疾病监测系统,2023-06-01,2025-06-12 22:43:38
恶性肿瘤,2023,7,22103,603,19871,2.73,89.9,疾病监测系统,2023-07-01,2025-06-12 22:43:38
恶性肿瘤,2023,8,28735,825,24187,2.87,84.17,疾病监测系统,2023-08-01,2025-06-12 22:43:38
恶性肿瘤,2023,9,24032,970,21880,4.04,91.05,疾病监测系统,2023-09-01,2025-06-12 22:43:38
恶性肿瘤,2023,10,24562,938,19052,3.82,77.57,疾病监测系统,2023-10-01,2025-06-12 22:43:38
恶性肿瘤,2023,11,45796,248,43212,0.54,94.36,疾病监测系统,2023-11-01,2025-06-12 22:43:38
恶性肿瘤,2023,12,29734,157,24655,0.53,82.92,疾病监测系统,2023-12-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,1,29070,824,23542,2.83,80.98,疾病监测系统,2023-01-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,2,13831,490,12013,3.54,86.86,疾病监测系统,2023-02-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,3,29449,853,25525,2.9,86.68,疾病监测系统,2023-03-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,4,36434,1423,34101,3.91,93.6,疾病监测系统,2023-04-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,5,2221,10,1925,0.45,86.67,疾病监测系统,2023-05-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,6,30018,1007,27466,3.35,91.5,疾病监测系统,2023-06-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,7,1811,33,1492,1.82,82.39,疾病监测系统,2023-07-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,8,18786,269,16756,1.43,89.19,疾病监测系统,2023-08-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,9,45088,149,34334,0.33,76.15,疾病监测系统,2023-09-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,10,3786,42,3125,1.11,82.54,疾病监测系统,2023-10-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,11,32261,909,23703,2.82,73.47,疾病监测系统,2023-11-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2023,12,3754,150,3339,4.0,88.95,疾病监测系统,2023-12-01,2025-06-12 22:43:38
慢性肾病,2023,1,45459,642,33702,1.41,74.14,疾病监测系统,2023-01-01,2025-06-12 22:43:38
慢性肾病,2023,2,22980,945,17464,4.11,76.0,疾病监测系统,2023-02-01,2025-06-12 22:43:38
慢性肾病,2023,3,15480,573,13685,3.7,88.4,疾病监测系统,2023-03-01,2025-06-12 22:43:38
慢性肾病,2023,4,32313,924,25670,2.86,79.44,疾病监测系统,2023-04-01,2025-06-12 22:43:38
慢性肾病,2023,5,24195,738,21905,3.05,90.54,疾病监测系统,2023-05-01,2025-06-12 22:43:38
慢性肾病,2023,6,15080,739,11530,4.9,76.46,疾病监测系统,2023-06-01,2025-06-12 22:43:38
慢性肾病,2023,7,38233,1133,30576,2.96,79.97,疾病监测系统,2023-07-01,2025-06-12 22:43:38
慢性肾病,2023,8,44707,1518,35923,3.4,80.35,疾病监测系统,2023-08-01,2025-06-12 22:43:38
慢性肾病,2023,9,4721,26,4302,0.55,91.12,疾病监测系统,2023-09-01,2025-06-12 22:43:38
慢性肾病,2023,10,30073,403,23561,1.34,78.35,疾病监测系统,2023-10-01,2025-06-12 22:43:38
慢性肾病,2023,11,11086,540,9090,4.87,82.0,疾病监测系统,2023-11-01,2025-06-12 22:43:38
慢性肾病,2023,12,45930,1895,34274,4.13,74.62,疾病监测系统,2023-12-01,2025-06-12 22:43:38
肝炎,2023,1,20336,362,17342,1.78,85.28,疾病监测系统,2023-01-01,2025-06-12 22:43:38
肝炎,2023,2,25813,1138,21571,4.41,83.57,疾病监测系统,2023-02-01,2025-06-12 22:43:38
肝炎,2023,3,16692,39,13057,0.23,78.22,疾病监测系统,2023-03-01,2025-06-12 22:43:38
肝炎,2023,4,26992,971,20784,3.6,77.0,疾病监测系统,2023-04-01,2025-06-12 22:43:38
肝炎,2023,5,23439,412,19517,1.76,83.27,疾病监测系统,2023-05-01,2025-06-12 22:43:38
肝炎,2023,6,25653,537,19285,2.09,75.18,疾病监测系统,2023-06-01,2025-06-12 22:43:38
肝炎,2023,7,7546,79,5414,1.05,71.75,疾病监测系统,2023-07-01,2025-06-12 22:43:38
肝炎,2023,8,11258,40,9411,0.36,83.59,疾病监测系统,2023-08-01,2025-06-12 22:43:38
肝炎,2023,9,9037,0,7866,0.0,87.04,疾病监测系统,2023-09-01,2025-06-12 22:43:38
肝炎,2023,10,28294,447,23973,1.58,84.73,疾病监测系统,2023-10-01,2025-06-12 22:43:38
肝炎,2023,11,29015,502,20334,1.73,70.08,疾病监测系统,2023-11-01,2025-06-12 22:43:38
肝炎,2023,12,34902,767,30201,2.2,86.53,疾病监测系统,2023-12-01,2025-06-12 22:43:38
肺炎,2023,1,1262,27,1185,2.14,93.9,疾病监测系统,2023-01-01,2025-06-12 22:43:38
肺炎,2023,2,18507,523,14423,2.83,77.93,疾病监测系统,2023-02-01,2025-06-12 22:43:38
肺炎,2023,3,15932,552,11808,3.46,74.11,疾病监测系统,2023-03-01,2025-06-12 22:43:38
肺炎,2023,4,6760,336,5068,4.97,74.97,疾病监测系统,2023-04-01,2025-06-12 22:43:38
肺炎,2023,5,45212,410,41090,0.91,90.88,疾病监测系统,2023-05-01,2025-06-12 22:43:38
肺炎,2023,6,7562,160,5328,2.12,70.46,疾病监测系统,2023-06-01,2025-06-12 22:43:38
肺炎,2023,7,27215,604,20653,2.22,75.89,疾病监测系统,2023-07-01,2025-06-12 22:43:38
肺炎,2023,8,31514,1404,29689,4.46,94.21,疾病监测系统,2023-08-01,2025-06-12 22:43:38
肺炎,2023,9,44144,1412,31652,3.2,71.7,疾病监测系统,2023-09-01,2025-06-12 22:43:38
肺炎,2023,10,6335,272,5579,4.29,88.07,疾病监测系统,2023-10-01,2025-06-12 22:43:38
肺炎,2023,11,40171,1290,36263,3.21,90.27,疾病监测系统,2023-11-01,2025-06-12 22:43:38
肺炎,2023,12,9347,185,8785,1.98,93.99,疾病监测系统,2023-12-01,2025-06-12 22:43:38
胃炎,2023,1,35302,62,30402,0.18,86.12,疾病监测系统,2023-01-01,2025-06-12 22:43:38
胃炎,2023,2,23727,343,18237,1.45,76.86,疾病监测系统,2023-02-01,2025-06-12 22:43:38
胃炎,2023,3,15527,569,14333,3.66,92.31,疾病监测系统,2023-03-01,2025-06-12 22:43:38
胃炎,2023,4,2731,40,1934,1.46,70.82,疾病监测系统,2023-04-01,2025-06-12 22:43:38
胃炎,2023,5,12462,197,11744,1.58,94.24,疾病监测系统,2023-05-01,2025-06-12 22:43:38
胃炎,2023,6,1629,12,1177,0.74,72.25,疾病监测系统,2023-06-01,2025-06-12 22:43:38
胃炎,2023,7,23634,676,16697,2.86,70.65,疾病监测系统,2023-07-01,2025-06-12 22:43:38
胃炎,2023,8,18121,532,15525,2.94,85.67,疾病监测系统,2023-08-01,2025-06-12 22:43:38
胃炎,2023,9,17321,493,12391,2.85,71.54,疾病监测系统,2023-09-01,2025-06-12 22:43:38
胃炎,2023,10,35407,24,30400,0.07,85.86,疾病监测系统,2023-10-01,2025-06-12 22:43:38
胃炎,2023,11,10805,355,9684,3.29,89.63,疾病监测系统,2023-11-01,2025-06-12 22:43:38
胃炎,2023,12,43727,1515,37412,3.46,85.56,疾病监测系统,2023-12-01,2025-06-12 22:43:38
关节炎,2023,1,2565,77,2177,3.0,84.87,疾病监测系统,2023-01-01,2025-06-12 22:43:38
关节炎,2023,2,31679,518,22775,1.64,71.89,疾病监测系统,2023-02-01,2025-06-12 22:43:38
关节炎,2023,3,12411,400,9331,3.22,75.18,疾病监测系统,2023-03-01,2025-06-12 22:43:38
关节炎,2023,4,47345,2178,40254,4.6,85.02,疾病监测系统,2023-04-01,2025-06-12 22:43:38
关节炎,2023,5,6681,283,5609,4.24,83.95,疾病监测系统,2023-05-01,2025-06-12 22:43:38
关节炎,2023,6,24558,1093,22830,4.45,92.96,疾病监测系统,2023-06-01,2025-06-12 22:43:38
关节炎,2023,7,37386,986,32426,2.64,86.73,疾病监测系统,2023-07-01,2025-06-12 22:43:38
关节炎,2023,8,46009,584,33628,1.27,73.09,疾病监测系统,2023-08-01,2025-06-12 22:43:38
关节炎,2023,9,38996,339,27793,0.87,71.27,疾病监测系统,2023-09-01,2025-06-12 22:43:38
关节炎,2023,10,43380,1283,36341,2.96,83.77,疾病监测系统,2023-10-01,2025-06-12 22:43:38
关节炎,2023,11,28933,774,22965,2.68,79.37,疾病监测系统,2023-11-01,2025-06-12 22:43:38
关节炎,2023,12,34485,561,32434,1.63,94.05,疾病监测系统,2023-12-01,2025-06-12 22:43:38
骨质疏松,2023,1,25096,233,20417,0.93,81.36,疾病监测系统,2023-01-01,2025-06-12 22:43:38
骨质疏松,2023,2,27383,511,21729,1.87,79.35,疾病监测系统,2023-02-01,2025-06-12 22:43:38
骨质疏松,2023,3,12335,454,10931,3.68,88.62,疾病监测系统,2023-03-01,2025-06-12 22:43:38
骨质疏松,2023,4,34251,1213,29821,3.54,87.07,疾病监测系统,2023-04-01,2025-06-12 22:43:38
骨质疏松,2023,5,5559,238,4148,4.28,74.62,疾病监测系统,2023-05-01,2025-06-12 22:43:38
骨质疏松,2023,6,36635,1368,26061,3.73,71.14,疾病监测系统,2023-06-01,2025-06-12 22:43:38
骨质疏松,2023,7,40312,857,29376,2.13,72.87,疾病监测系统,2023-07-01,2025-06-12 22:43:38
骨质疏松,2023,8,18878,253,13593,1.34,72.0,疾病监测系统,2023-08-01,2025-06-12 22:43:38
骨质疏松,2023,9,7209,328,6677,4.55,92.62,疾病监测系统,2023-09-01,2025-06-12 22:43:38
骨质疏松,2023,10,29606,548,21982,1.85,74.25,疾病监测系统,2023-10-01,2025-06-12 22:43:38
