医院名称,医院等级,医院类型,床位数,地址,电话,省份,建立时间,员工数量,年门诊量,数据来源,更新时间,疾病名称,年份,月份,发病人数,死亡人数,治愈人数,病死率,治愈率,统计日期,政策标题,文号,发布日期,政策类型,发布部门,实施日期,政策级别,适用范围,研究标题,研究领域,研究类型,发表期刊,发表年份,发表月份,影响因子,样本量,研究机构,第一作者,通讯作者,基金支持,关键词
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进公共卫生发展的指导意见,卫健发〔2023〕029号,2023-05-14,公共卫生,国家医保局,2023-06-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进公共卫生发展的指导意见,医政发〔2023〕165号,2023-12-21,公共卫生,国家药监局,2023-01-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,公共卫生管理办法,医政发〔2023〕169号,2023-02-18,公共卫生,国家卫健委,2023-03-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,公共卫生实施方案,药监发〔2023〕131号,2023-09-15,公共卫生,国家药监局,2023-10-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,医院管理监督管理办法,医政发〔2023〕030号,2023-09-11,医院管理,国家药监局,2023-10-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,医院管理实施方案,药监发〔2023〕144号,2023-03-05,医院管理,国家医保局,2023-04-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进医院管理发展的指导意见,卫健发〔2023〕143号,2023-11-15,医院管理,国家药监局,2023-12-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,医院管理监督管理办法,国卫发〔2023〕060号,2023-10-12,医院管理,国家医保局,2023-11-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于医院管理工作的通知,医政发〔2023〕135号,2023-01-27,医院管理,国家卫健委,2023-02-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,医院管理管理办法,国卫发〔2023〕002号,2023-11-10,医院管理,国家卫健委,2023-12-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于加强医院管理管理的意见,医政发〔2023〕175号,2023-05-06,医院管理,各省卫健委,2023-06-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于医院管理工作的通知,药监发〔2023〕036号,2023-04-17,医院管理,各省卫健委,2023-05-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于医院管理工作的通知,卫健发〔2023〕012号,2023-08-13,医院管理,国家药监局,2023-09-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于加强医院管理管理的意见,药监发〔2023〕041号,2023-06-07,医院管理,各省卫健委,2023-07-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于规范医师管理的规定,国卫发〔2023〕150号,2023-09-04,医师管理,国家卫健委,2023-10-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,医师管理管理办法,医政发〔2023〕087号,2023-03-06,医师管理,国家卫健委,2023-04-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于规范医师管理的规定,医政发〔2023〕119号,2023-09-03,医师管理,国家医保局,2023-10-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,医师管理监督管理办法,卫健发〔2023〕040号,2023-08-18,医师管理,国家医保局,2023-09-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于加强医师管理管理的意见,国卫发〔2023〕035号,2023-10-16,医师管理,国家医保局,2023-11-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于加强医师管理管理的意见,药监发〔2023〕188号,2023-08-19,医师管理,国家卫健委,2023-09-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,医师管理实施方案,卫健发〔2023〕109号,2023-05-11,医师管理,国家卫健委,2023-06-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于加强医师管理管理的意见,国卫发〔2023〕104号,2023-11-12,医师管理,国家药监局,2023-12-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,医师管理实施方案,卫健发〔2023〕172号,2023-10-10,医师管理,国家药监局,2023-11-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于医师管理工作的通知,国卫发〔2023〕106号,2023-01-14,医师管理,国家卫健委,2023-02-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,护理管理监督管理办法,医政发〔2023〕073号,2023-10-22,护理管理,国家医保局,2023-11-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进护理管理发展的指导意见,医政发〔2023〕038号,2023-05-06,护理管理,国家医保局,2023-06-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,护理管理实施方案,国卫发〔2023〕128号,2023-10-18,护理管理,国家药监局,2023-11-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于护理管理工作的通知,药监发〔2023〕161号,2023-09-13,护理管理,国家卫健委,2023-10-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进护理管理发展的指导意见,卫健发〔2023〕162号,2023-10-01,护理管理,国家药监局,2023-11-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于规范护理管理的规定,卫健发〔2023〕143号,2023-09-13,护理管理,国家卫健委,2023-10-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进护理管理发展的指导意见,医政发〔2023〕003号,2023-07-09,护理管理,国家药监局,2023-08-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进护理管理发展的指导意见,国卫发〔2023〕191号,2023-04-22,护理管理,国家药监局,2023-05-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于护理管理工作的通知,国卫发〔2023〕156号,2023-04-19,护理管理,国家卫健委,2023-05-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于规范中医药的规定,医政发〔2023〕023号,2023-03-20,中医药,国家卫健委,2023-04-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,中医药实施方案,药监发〔2023〕105号,2023-09-11,中医药,国家医保局,2023-10-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进中医药发展的指导意见,国卫发〔2023〕001号,2023-08-08,中医药,国家药监局,2023-09-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于规范中医药的规定,国卫发〔2023〕083号,2023-05-25,中医药,各省卫健委,2023-06-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,中医药管理办法,医政发〔2023〕008号,2023-08-24,中医药,各省卫健委,2023-09-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,中医药管理办法,医政发〔2023〕146号,2023-09-01,中医药,国家医保局,2023-10-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于中医药工作的通知,医政发〔2023〕023号,2023-11-11,中医药,国家药监局,2023-12-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于规范中医药的规定,药监发〔2023〕048号,2023-08-08,中医药,国家卫健委,2023-09-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,中医药实施方案,医政发〔2023〕048号,2023-06-01,中医药,各省卫健委,2023-07-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于中医药工作的通知,卫健发〔2023〕007号,2023-03-03,中医药,国家医保局,2023-04-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于加强疾病防控管理的意见,国卫发〔2023〕004号,2023-10-17,疾病防控,各省卫健委,2023-11-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于规范疾病防控的规定,卫健发〔2023〕003号,2023-05-20,疾病防控,国家医保局,2023-06-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于疾病防控工作的通知,国卫发〔2023〕092号,2023-11-16,疾病防控,国家药监局,2023-12-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,疾病防控监督管理办法,医政发〔2023〕015号,2023-03-04,疾病防控,国家卫健委,2023-04-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进疾病防控发展的指导意见,药监发〔2023〕068号,2023-10-28,疾病防控,各省卫健委,2023-11-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,疾病防控监督管理办法,卫健发〔2023〕193号,2023-06-15,疾病防控,各省卫健委,2023-07-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进疾病防控发展的指导意见,医政发〔2023〕121号,2023-05-13,疾病防控,国家医保局,2023-06-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于规范疾病防控的规定,国卫发〔2023〕140号,2023-05-25,疾病防控,各省卫健委,2023-06-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,健康促进监督管理办法,卫健发〔2023〕135号,2023-08-15,健康促进,国家医保局,2023-09-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于加强健康促进管理的意见,国卫发〔2023〕054号,2023-05-14,健康促进,国家卫健委,2023-06-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于健康促进工作的通知,药监发〔2023〕098号,2023-09-03,健康促进,国家药监局,2023-10-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进健康促进发展的指导意见,国卫发〔2023〕051号,2023-04-26,健康促进,国家药监局,2023-05-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于加强健康促进管理的意见,医政发〔2023〕114号,2023-11-16,健康促进,各省卫健委,2023-12-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,健康促进监督管理办法,药监发〔2023〕005号,2023-07-11,健康促进,国家药监局,2023-08-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,健康促进实施方案,卫健发〔2023〕177号,2023-06-21,健康促进,国家医保局,2023-07-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,健康促进监督管理办法,国卫发〔2023〕002号,2023-04-01,健康促进,国家卫健委,2023-05-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于规范健康促进的规定,医政发〔2023〕082号,2023-02-10,健康促进,国家药监局,2023-03-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2023.0,,,,,,,,关于推进健康促进发展的指导意见,卫健发〔2023〕098号,2023-08-14,健康促进,国家药监局,2023-09-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医疗卫生管理办法,卫健发〔2024〕174号,2024-01-17,医疗卫生,国家药监局,2024-02-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于医疗卫生工作的通知,国卫发〔2024〕087号,2024-12-28,医疗卫生,各省卫健委,2024-01-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医疗卫生实施方案,国卫发〔2024〕114号,2024-06-18,医疗卫生,国家卫健委,2024-07-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于医疗卫生工作的通知,国卫发〔2024〕125号,2024-04-14,医疗卫生,国家药监局,2024-05-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于推进医疗卫生发展的指导意见,国卫发〔2024〕143号,2024-01-04,医疗卫生,国家医保局,2024-02-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于规范医疗卫生的规定,药监发〔2024〕057号,2024-05-21,医疗卫生,国家卫健委,2024-06-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医疗卫生实施方案,卫健发〔2024〕175号,2024-10-23,医疗卫生,国家医保局,2024-11-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医疗卫生管理办法,国卫发〔2024〕147号,2024-01-11,医疗卫生,国家药监局,2024-02-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医疗卫生管理办法,国卫发〔2024〕107号,2024-10-11,医疗卫生,各省卫健委,2024-11-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医疗卫生监督管理办法,药监发〔2024〕083号,2024-09-13,医疗卫生,各省卫健委,2024-10-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,药品管理监督管理办法,药监发〔2024〕014号,2024-07-16,药品管理,各省卫健委,2024-08-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,药品管理实施方案,卫健发〔2024〕089号,2024-07-09,药品管理,国家药监局,2024-08-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强药品管理管理的意见,药监发〔2024〕190号,2024-05-22,药品管理,国家药监局,2024-06-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,药品管理管理办法,医政发〔2024〕151号,2024-08-05,药品管理,国家医保局,2024-09-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于规范药品管理的规定,卫健发〔2024〕061号,2024-02-19,药品管理,国家药监局,2024-03-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,药品管理管理办法,国卫发〔2024〕072号,2024-11-01,药品管理,各省卫健委,2024-12-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,药品管理实施方案,医政发〔2024〕117号,2024-02-11,药品管理,各省卫健委,2024-03-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,药品管理监督管理办法,卫健发〔2024〕065号,2024-11-05,药品管理,国家卫健委,2024-12-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医保政策监督管理办法,国卫发〔2024〕010号,2024-01-05,医保政策,各省卫健委,2024-02-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医保政策实施方案,药监发〔2024〕028号,2024-07-05,医保政策,国家药监局,2024-08-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医保政策实施方案,药监发〔2024〕110号,2024-01-05,医保政策,国家药监局,2024-02-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于医保政策工作的通知,卫健发〔2024〕031号,2024-12-09,医保政策,各省卫健委,2024-01-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于推进医保政策发展的指导意见,医政发〔2024〕187号,2024-04-24,医保政策,国家医保局,2024-05-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强医保政策管理的意见,卫健发〔2024〕139号,2024-02-16,医保政策,国家药监局,2024-03-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医保政策监督管理办法,卫健发〔2024〕127号,2024-11-09,医保政策,国家卫健委,2024-12-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于推进医保政策发展的指导意见,医政发〔2024〕029号,2024-02-28,医保政策,国家医保局,2024-03-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强公共卫生管理的意见,医政发〔2024〕185号,2024-05-12,公共卫生,国家药监局,2024-06-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于推进公共卫生发展的指导意见,卫健发〔2024〕138号,2024-01-09,公共卫生,国家卫健委,2024-02-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强公共卫生管理的意见,国卫发〔2024〕133号,2024-11-17,公共卫生,国家医保局,2024-12-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于规范公共卫生的规定,国卫发〔2024〕195号,2024-05-02,公共卫生,国家药监局,2024-06-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,公共卫生监督管理办法,卫健发〔2024〕198号,2024-07-03,公共卫生,国家药监局,2024-08-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强公共卫生管理的意见,药监发〔2024〕058号,2024-01-23,公共卫生,国家药监局,2024-02-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医院管理管理办法,医政发〔2024〕022号,2024-02-11,医院管理,国家卫健委,2024-03-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医院管理监督管理办法,国卫发〔2024〕119号,2024-09-02,医院管理,国家医保局,2024-10-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于医院管理工作的通知,卫健发〔2024〕017号,2024-12-17,医院管理,国家医保局,2024-01-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于推进医院管理发展的指导意见,药监发〔2024〕112号,2024-08-27,医院管理,国家卫健委,2024-09-01,省级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强医院管理管理的意见,卫健发〔2024〕131号,2024-06-15,医院管理,国家医保局,2024-07-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医院管理管理办法,国卫发〔2024〕011号,2024-11-28,医院管理,国家卫健委,2024-12-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于推进医院管理发展的指导意见,国卫发〔2024〕183号,2024-04-13,医院管理,国家医保局,2024-05-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医院管理实施方案,医政发〔2024〕158号,2024-05-12,医院管理,各省卫健委,2024-06-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医院管理管理办法,药监发〔2024〕046号,2024-07-28,医院管理,国家卫健委,2024-08-01,国家级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强医师管理管理的意见,国卫发〔2024〕067号,2024-01-21,医师管理,国家卫健委,2024-02-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医师管理管理办法,医政发〔2024〕025号,2024-04-03,医师管理,国家药监局,2024-05-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强医师管理管理的意见,卫健发〔2024〕198号,2024-08-15,医师管理,国家药监局,2024-09-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医师管理管理办法,药监发〔2024〕038号,2024-02-02,医师管理,国家卫健委,2024-03-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医师管理管理办法,药监发〔2024〕147号,2024-01-13,医师管理,国家医保局,2024-02-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医师管理监督管理办法,国卫发〔2024〕156号,2024-05-04,医师管理,国家医保局,2024-06-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,医师管理管理办法,卫健发〔2024〕090号,2024-11-17,医师管理,国家医保局,2024-12-01,市级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于推进医师管理发展的指导意见,药监发〔2024〕136号,2024-09-08,医师管理,国家药监局,2024-10-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于规范护理管理的规定,药监发〔2024〕017号,2024-09-03,护理管理,国家医保局,2024-10-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于护理管理工作的通知,国卫发〔2024〕009号,2024-11-06,护理管理,国家医保局,2024-12-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强护理管理管理的意见,卫健发〔2024〕165号,2024-03-14,护理管理,各省卫健委,2024-04-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,护理管理监督管理办法,国卫发〔2024〕065号,2024-10-25,护理管理,国家药监局,2024-11-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强护理管理管理的意见,国卫发〔2024〕009号,2024-01-20,护理管理,国家药监局,2024-02-01,省级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于护理管理工作的通知,卫健发〔2024〕077号,2024-12-12,护理管理,国家医保局,2024-01-01,国家级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于护理管理工作的通知,卫健发〔2024〕038号,2024-05-24,护理管理,国家药监局,2024-06-01,国家级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于规范中医药的规定,药监发〔2024〕051号,2024-09-22,中医药,国家药监局,2024-10-01,省级,试点地区,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,中医药管理办法,药监发〔2024〕039号,2024-07-02,中医药,国家卫健委,2024-08-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于加强中医药管理的意见,卫健发〔2024〕191号,2024-07-25,中医药,国家医保局,2024-08-01,市级,全国,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,关于推进中医药发展的指导意见,药监发〔2024〕068号,2024-11-09,中医药,各省卫健委,2024-12-01,市级,特定机构,,,,,,,,,,,,,
,,,,,,,,,,政策文件库,2025-06-12 22:43:39,,2024.0,,,,,,,,中医药管理办法,医政发〔2024〕157号,2024-01-08,中医药,国家卫健委,2024-02-01,国家级,全国,,,,,,,,,,,,,
